1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,10,0,481,20,0,0,-77,0,-77,0,0,0,537,490,0,107,383,47,0,0,0,0,0,0,47,0,1,456,456,0,381,0,381,0,75,0,-15
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1957:Q3,28,0,676,-44,0,4,-528,0,-528,0,0,0,1328,444,0,284,160,884,784,0,784,0,0,0,100,0,-84,636,636,0,756,0,756,460,-580,0,-12
1957:Q4,24,0,1412,128,0,8,24,0,24,0,0,0,1908,1048,0,464,584,860,764,0,764,0,0,0,96,0,-656,1400,1400,0,852,0,852,-148,696,0,12
1958:Q1,28,0,764,-116,0,-24,2396,0,2396,0,0,0,-1740,-2208,0,68,-2276,468,328,0,328,0,0,0,140,0,248,736,736,0,-480,0,-480,-296,1512,0,0
1958:Q2,28,0,160,100,0,-8,-444,0,-444,0,0,0,-76,1080,0,148,932,-1156,-1296,0,-1296,0,0,0,140,0,588,160,160,0,-412,0,-412,-28,600,0,28
1958:Q3,33,0,-88,-120,0,-12,-536,0,-536,0,0,0,672,716,0,392,324,-44,-244,0,-244,0,0,0,200,0,-92,-152,-152,0,860,0,860,76,-1088,0,-31
1958:Q4,29,0,568,184,0,-28,-980,0,-980,0,0,0,2056,1664,0,512,1152,392,192,0,192,0,0,0,200,0,-664,532,532,0,340,0,340,164,28,0,-7
1959:Q1,33,2,1096,-168,0,0,820,0,820,0,0,0,228,-448,0,396,-844,676,332,0,332,0,0,0,344,0,216,1040,1040,0,464,0,464,100,476,0,-25
1959:Q2,33,2,3220,148,0,0,-516,0,-516,0,0,0,2988,2200,0,400,1800,788,440,0,440,0,0,0,348,0,600,3240,3240,0,3476,0,3476,-172,-64,0,51
1959:Q3,29,2,2324,-32,0,0,-44,0,-44,0,0,0,2408,1396,0,364,1032,1012,812,0,812,0,0,0,200,0,-8,2264,2264,0,3248,0,3248,-28,-956,0,-33
1959:Q4,33,2,2516,180,0,0,140,0,140,0,0,0,2832,1580,0,224,1356,1252,1052,0,1052,0,0,0,200,0,-636,2500,2500,0,1592,0,1592,416,492,0,15
1960:Q1,33,2,8,-220,0,0,816,0,816,0,0,0,-780,-2356,0,100,-2456,1576,1320,0,1320,0,0,0,256,0,192,-44,-44,0,-656,0,-656,372,240,0,-21
1960:Q2,33,2,2516,176,0,0,-476,0,-476,0,0,0,2132,960,0,-40,1000,1172,920,0,920,0,0,0,252,0,684,2532,2532,0,2616,0,2616,-928,844,0,47
1960:Q3,29,2,984,-168,0,0,52,0,52,0,0,0,1080,100,0,236,-136,980,824,0,824,4,0,4,152,0,20,920,920,0,464,0,464,224,232,0,-37
1960:Q4,29,2,1272,192,0,12,176,0,176,0,0,0,1776,1236,0,256,980,540,380,0,380,4,0,4,156,0,-884,1268,1268,0,536,0,536,-76,808,0,23
1961:Q1,38,5,-884,-284,0,-12,1052,0,1052,0,0,0,-1936,-1732,0,284,-2016,-204,-532,0,-532,0,0,0,328,0,296,-936,-936,0,-1928,0,-1928,-96,1088,0,-19
1961:Q2,38,5,1424,136,0,0,-196,0,-196,0,0,0,788,1452,0,-116,1568,-664,-992,0,-992,0,0,0,328,0,696,1460,1460,0,1348,0,1348,-52,164,0,69
1961:Q3,38,5,1528,0,0,0,-292,0,-292,0,0,0,1928,1392,0,372,1020,536,336,0,336,0,0,0,200,0,-108,1488,1488,0,1992,0,1992,36,-540,0,-7
1961:Q4,38,5,2368,368,0,0,-864,0,-864,0,0,0,3664,2400,0,248,2152,1264,1064,0,1064,0,0,0,200,0,-800,2364,2364,0,1044,0,1044,380,940,0,29
1962:Q1,37,7,1136,-416,0,0,2132,0,2132,0,0,0,-864,-1748,0,296,-2044,884,600,0,600,4,0,4,280,0,284,1052,1052,0,1508,0,1508,-240,-216,0,-54
1962:Q2,41,7,1664,180,0,0,-1432,0,-1432,0,0,0,2220,2548,0,84,2464,-328,-628,0,-628,20,0,20,280,0,696,1756,1756,0,1348,0,1348,-176,584,0,126
1962:Q3,41,7,1356,-56,0,0,112,0,112,0,0,0,1352,1276,0,160,1116,76,-92,0,-92,0,0,0,168,0,-52,1168,1168,0,2208,0,2208,136,-1176,0,-154
1962:Q4,37,7,2444,372,0,0,680,0,680,0,0,0,2268,2104,0,372,1732,164,-20,0,-20,16,0,16,168,0,-876,2408,2408,0,992,0,992,220,1196,0,-6
1963:Q1,36,3,-2868,-480,0,0,1760,0,1760,0,0,0,-4376,-3396,0,464,-3860,-980,-1272,0,-1272,0,0,0,292,0,228,-2944,-2944,0,-3460,0,-3460,-104,620,0,-43
1963:Q2,32,3,3564,344,0,0,504,0,376,128,0,0,1912,3180,0,156,3024,-1268,-1560,0,-1560,0,0,0,292,0,804,3488,3488,0,3620,0,3620,-252,120,0,-47
1963:Q3,24,3,1284,-184,0,0,-1952,0,-1976,24,0,0,3412,3424,0,408,3016,-12,-228,0,-228,-4,0,-4,220,0,8,1224,1224,0,2688,0,2688,0,-1464,0,-39
1963:Q4,32,3,3988,216,0,0,1336,0,1308,28,0,0,3576,3468,0,428,3040,108,-120,0,-120,4,0,4,224,0,-1140,3932,3932,0,3296,0,3296,0,636,0,-27
1964:Q1,27,5,-2716,-300,0,36,-792,0,-828,36,0,0,-1976,-2320,0,144,-2464,344,-68,0,-68,-4,0,-4,416,0,316,-2824,-2824,0,-2284,0,-2284,0,-540,0,-86
1964:Q2,31,5,3988,248,0,28,184,0,144,40,0,0,2776,2416,0,12,2404,360,-52,0,-52,0,0,0,412,0,752,4000,4000,0,2928,0,2928,16,1056,0,38
1964:Q3,35,5,-32,-148,0,16,-820,0,-860,40,0,0,992,740,0,468,272,252,-152,0,-152,0,0,0,404,0,-72,-112,-112,0,440,0,440,520,-1072,0,-50
1964:Q4,31,5,1736,144,0,28,-340,0,-384,44,0,0,2852,2392,0,440,1952,460,56,0,56,0,0,0,404,0,-948,1684,1684,0,568,0,568,-12,1128,0,-26
1965:Q1,33,3,-64,-256,0,-16,1004,0,992,12,0,0,-1116,-1928,0,384,-2312,812,132,0,132,0,0,0,680,0,320,-168,-168,0,476,0,476,-416,-228,0,-74
1965:Q2,41,3,5000,108,0,-16,-324,0,-360,36,0,0,4196,3396,0,40,3356,800,120,0,120,0,0,0,680,0,1036,5076,5076,0,4712,0,4712,-108,472,0,114
1965:Q3,41,3,1496,-40,0,-44,-400,0,-404,4,0,0,2200,1332,0,468,864,868,420,0,420,0,0,0,448,0,-220,1344,1344,0,1964,0,1964,516,-1136,0,-114
1965:Q4,41,3,2652,128,0,-32,256,0,256,0,0,0,3216,1352,0,572,780,1864,1424,0,1424,-4,0,-4,444,0,-916,2580,2580,0,484,0,484,828,1268,0,-34
1966:Q1,41,3,3596,-116,0,48,-80,0,-172,92,0,0,3372,-520,0,720,-1240,3892,3004,0,3004,0,0,0,888,0,372,3484,3484,0,3856,0,3856,-392,20,0,-74
1966:Q2,49,3,9648,232,0,40,1244,0,1124,120,0,0,7388,4748,0,364,4384,2640,1752,0,1752,0,0,0,888,0,744,9728,9728,0,10280,0,10280,-952,400,0,126
1966:Q3,45,3,3680,-232,0,60,-448,0,-452,4,0,0,4260,2320,0,752,1568,1940,1476,0,1476,0,0,0,464,0,40,3552,3552,0,2924,0,2924,1604,-976,0,-86
1966:Q4,37,3,3192,128,0,48,3024,0,3044,-20,0,0,1512,-228,0,732,-960,1740,1272,0,1272,0,0,0,468,0,-1520,3192,3192,0,3172,0,3172,-1192,1212,0,34
1967:Q1,33,5,-740,-140,0,-72,3948,0,3896,52,0,0,-4676,-6188,0,852,-7040,1512,824,0,824,-4,0,-4,692,0,200,-824,-824,0,-2584,0,-2584,-188,1948,0,-56
1967:Q2,29,5,-1060,-40,0,-44,628,0,568,60,0,0,-2564,-3216,0,276,-3492,652,-40,0,-40,0,0,0,692,0,960,-964,-964,0,-2580,0,-2580,-224,1840,0,120
1967:Q3,17,5,-1076,-40,0,0,-3288,0,-3304,16,0,0,2144,-68,0,652,-720,2212,1604,0,1604,0,0,0,608,0,108,-1204,-1204,0,-812,0,-812,1988,-2380,0,-116
1967:Q4,13,5,2680,232,0,-80,-1192,0,-1136,-56,0,0,4824,2092,0,1036,1056,2732,2120,0,2120,0,0,0,612,0,-1104,2644,2644,0,3760,0,3760,-1844,728,0,-28
1968:Q1,17,6,4444,-212,0,8,656,0,640,16,0,0,3568,260,0,728,-468,3308,2564,0,2564,8,0,8,736,0,424,4308,4308,0,4448,0,4448,104,-244,0,-125
1968:Q2,33,6,6492,92,0,32,644,0,592,52,0,0,4768,2216,0,-264,2480,2552,1832,0,1832,0,0,0,720,0,956,6604,6604,0,5576,0,5576,-24,1052,0,139
1968:Q3,37,6,-296,12,0,-8,-1652,0,-1652,0,0,0,1940,692,0,144,548,1248,872,0,872,12,0,12,364,0,-588,-192,-192,0,620,0,620,952,-1764,0,135
1968:Q4,45,6,2388,120,0,16,-128,0,-140,12,0,0,3120,1580,0,648,932,1540,1284,0,1284,8,0,8,248,0,-740,2248,2248,0,2272,0,2272,-44,20,0,-101
1969:Q1,65,4,3720,52,0,136,-1072,0,-1100,28,0,0,4076,1224,0,936,288,2852,2080,0,2080,8,0,8,764,0,528,3636,3572,0,4596,0,4596,-1132,108,64,-23
1969:Q2,69,4,9628,88,0,176,240,0,236,4,0,0,7692,4788,0,460,4328,2904,1936,0,1936,8,0,8,960,0,1432,9804,9740,0,9324,0,9324,0,416,64,241
1969:Q3,69,4,9760,712,0,128,-2476,0,-2436,-40,0,0,11508,6428,0,320,6108,5080,4572,0,4572,32,0,32,476,0,-112,10208,10144,0,10788,0,10788,0,-644,64,513
1969:Q4,49,4,13592,-656,0,284,956,0,956,0,0,0,13432,6784,0,1388,5396,6648,6484,0,6484,12,0,12,152,0,-424,13192,13128,0,11556,0,11556,0,1572,64,-355
1970:Q1,65,12,15604,-280,0,28,5164,-148,5316,-4,0,0,9928,3256,0,1432,1824,6672,6108,0,6108,88,0,88,476,0,764,14692,14580,0,14532,0,14532,0,48,112,-859
1970:Q2,49,12,8016,52,0,1148,-2228,-368,-1852,-8,0,0,7584,2300,0,336,1964,5284,4248,0,4248,388,0,388,648,0,1460,8192,8080,0,6176,0,6176,0,1904,112,213
1970:Q3,54,12,6900,28,0,1660,-1928,992,-2948,28,0,0,8032,1724,0,568,1156,6308,5500,0,5500,384,0,384,424,0,-892,6928,6816,0,6372,0,6372,0,444,112,70
1970:Q4,90,12,10712,52,0,256,3392,-476,3864,4,0,0,5276,2012,0,1652,360,3264,2620,0,2620,300,0,300,344,0,1736,10692,10580,0,5856,0,5856,0,4724,112,58
1971:Q1,88,14,144,52,0,-2908,4592,-164,4716,40,0,0,-1828,-1992,0,1708,-3700,164,-932,0,-932,456,0,456,640,0,236,40,16,0,-4124,0,-4124,0,4140,24,-30
1971:Q2,105,14,-9072,-72,0,216,-3052,-304,-2788,40,0,0,-7916,-9276,0,520,-9796,1360,-168,0,-168,600,0,600,928,0,1752,-9116,-9140,0,-3696,0,-3696,0,-5444,24,47
1971:Q3,113,14,5948,772,0,1244,-5120,992,-6108,-4,0,0,8620,1132,0,-452,1584,7488,5844,0,5844,892,0,892,752,0,432,5792,5768,0,6844,0,6844,0,-1076,24,-57
1971:Q4,117,15,5668,-536,0,-1008,1396,-524,1916,4,0,0,7624,2132,0,936,1196,5492,3564,0,3564,1328,0,1328,600,0,-1808,5752,5728,0,5544,0,5544,0,184,24,186
1972:Q1,108,22,3824,-320,0,-20,6688,-308,6976,20,0,0,-2764,-5952,0,1824,-7776,3188,1260,0,1260,1040,0,1040,888,0,240,3680,3664,0,1720,0,1720,0,1944,16,-58
1972:Q2,112,23,5004,100,0,3092,-3696,72,-3800,32,0,0,3856,-160,0,-492,332,4016,2080,0,2080,772,0,772,1164,0,1652,5032,5016,0,5736,0,5736,0,-720,16,117
1972:Q3,113,24,3000,20,0,-612,-3328,2916,-6276,32,0,0,7248,2784,0,140,2644,4464,2100,0,2100,1104,0,1104,1260,0,-328,2876,2860,0,2672,0,2672,0,188,16,-35
1972:Q4,149,26,4140,8,0,-860,-2868,-1024,-1892,48,0,0,10700,6348,0,1376,4972,4352,1956,0,1956,1000,0,1000,1396,0,-2840,4176,4160,0,3956,0,3956,0,204,16,159
1973:Q1,176,27,11120,140,0,1848,-2256,-1388,-872,4,0,0,10132,5320,0,3556,1764,4812,1900,0,1900,1020,0,1020,1892,0,1256,11104,10720,0,8016,0,8016,0,2704,384,133
1973:Q2,208,28,20180,-96,0,2916,-1996,164,-2432,272,0,0,17508,10792,0,-108,10900,6716,2380,0,2380,2296,0,2296,2040,0,1848,20256,19872,0,20152,0,20152,0,-280,384,256
1973:Q3,248,29,26936,16,0,1800,72,848,-788,12,0,0,23028,13880,0,1268,12612,9148,5224,0,5224,2132,0,2132,1792,0,2020,26908,26524,0,24348,0,24348,0,2176,384,191
1973:Q4,261,29,16868,332,0,2560,3332,-396,3692,36,0,0,11820,4204,0,808,3396,7616,3996,0,3996,1928,0,1928,1692,0,-1176,17064,16680,0,12664,0,12664,0,4016,384,428
1974:Q1,276,34,1128,-104,0,-5632,368,-24,428,-36,0,0,7500,2984,0,3592,-608,4516,868,0,868,2244,0,2244,1404,0,-1004,1272,728,0,160,0,160,0,568,544,386
1974:Q2,301,34,22772,-216,0,1316,-1804,-268,-1532,-4,0,0,24424,11340,0,752,10588,13084,7236,0,7236,2336,0,2336,3512,0,-948,22860,22316,0,22056,0,22056,0,260,544,355
1974:Q3,401,35,31820,88,0,1204,268,1228,-952,-8,0,0,29252,15696,0,3176,12520,13556,8460,0,8460,2296,0,2296,2800,0,1008,31688,31144,0,30628,0,30628,440,76,544,234
1974:Q4,406,36,16880,180,0,-764,6364,2568,3240,556,0,0,17420,7200,0,3072,4128,10220,5844,0,5844,1948,0,1948,2428,0,-6320,17060,16516,0,13564,0,13564,2340,612,544,550
1975:Q1,370,32,2572,-200,0,-2424,13776,2140,11896,-260,0,0,-8128,-13876,0,684,-14560,5748,12,0,12,876,0,876,4860,0,-452,2448,2356,0,-1468,0,-1468,1032,2792,92,214
1975:Q2,275,32,4864,-16,0,2712,-3168,-252,-2976,60,0,0,1772,-3952,0,1492,-5444,5724,2332,0,2332,160,0,160,3232,0,3564,4064,3972,0,-200,0,-200,1176,2996,92,-557
1975:Q3,284,33,2572,-104,0,-3692,-5396,-2204,-3192,0,0,0,8136,3140,0,424,2716,4996,4680,0,4680,-84,0,-84,400,0,3628,1872,1780,0,3736,0,3736,644,-2600,92,-449
1975:Q4,345,34,10748,308,0,2256,1020,672,248,100,0,0,10052,5056,0,3604,1452,4996,2948,0,2948,12,0,12,2036,0,-2888,11664,11572,0,7300,0,7300,604,3668,92,1227
1976:Q1,325,17,3252,16,0,1224,6052,856,5412,-216,0,0,-2948,-5592,0,2760,-8352,2644,520,0,520,-540,0,-540,2664,0,-1092,3248,3028,0,992,0,992,-100,2136,220,304
1976:Q2,305,18,972,-80,0,-1524,108,1184,-1108,32,0,0,2048,52,0,1984,-1932,1996,-832,0,-832,16,0,16,2812,0,420,336,116,0,2108,0,2108,0,-1992,220,-349
