1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,79,-37,116,0,79,55,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,1126,847,275,4,1126,-53,0,0,197,0,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,-20,89,-112,3,-20,-66,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,-216,-622,381,25,-216,92,0,0,-100,0,-208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1985:Q2,103408,-36,35216,68228,103408,54751,-2724,0,16324,-276,-27916,36,0,688,8776,11852,14624,0,-10616,8388,11376,2712,6841,44,4880,552,3096
1985:Q3,103328,-24,14384,88968,103328,-17730,124,0,7612,-304,26240,472,0,1568,7884,18828,8308,0,2860,9036,16328,888,9814,48,4880,1384,5088
1985:Q4,115188,8,17052,98128,115188,-43900,1936,0,56848,0,-4860,1484,0,1320,10120,7200,60232,0,-13728,-15472,36772,-1404,3832,640,4880,1416,7872
1986:Q1,101708,-216,-4968,106892,101708,-12884,600,0,-8472,-160,44096,2016,0,1524,2652,16528,6160,0,-12892,-3960,26720,-1680,27512,4608,4880,-800,5260
1986:Q2,156940,8,18992,137940,156940,14326,1404,0,-29184,-200,98748,1980,0,-84,-396,9540,-9636,0,4492,-9188,39780,-764,18566,5156,4880,-672,8192
1986:Q3,212560,1576,23688,187296,212560,4801,4928,0,26416,-360,91344,1200,0,2444,-1416,3340,-2988,0,7524,1480,43880,84,13623,5144,4880,300,5936
1986:Q4,246124,196,23148,222780,246124,2148,-13560,0,5560,-872,96900,844,0,3280,-420,13024,-25420,0,968,-300,32532,-36,113704,4828,4880,-412,8476
1987:Q1,160784,3944,-18536,175376,160784,-14214,-344,0,-43396,-440,53768,-20,0,2932,76,11120,9376,0,7080,6172,50764,80,62846,6920,4592,628,2844
1987:Q2,186540,-1868,29580,158828,186540,-2572,2928,0,5712,-144,90284,1332,0,2116,48,7952,28588,0,5576,-3236,3560,-80,26972,7804,5168,440,4092
1987:Q3,158680,-904,31816,127768,158680,7291,120,0,23104,-240,62140,2492,0,-4004,64,11640,7236,0,6464,10228,-7164,-140,20649,8160,4880,0,5760
1987:Q4,172168,4972,77956,89240,172168,26763,-1552,0,35512,-280,79800,1168,0,-964,124,-2576,7292,0,136,34260,-27620,-156,2517,5220,4880,196,7448
1988:Q1,74516,-492,41220,33788,74516,-8630,4216,0,-13452,0,14160,604,1156,-6944,100,6584,34204,0,-10536,11100,-5356,1396,39498,1848,4880,-880,568
1988:Q2,95072,7724,17452,69896,95072,-20173,9620,0,21420,0,55784,1192,140,-2612,4,9980,2588,0,-3036,-31084,7600,-300,25197,3376,4880,-104,10600
1988:Q3,166604,20896,42420,103288,166604,17242,-756,0,54884,0,57476,1272,168,840,172,6232,9844,0,-44,-4468,-4608,0,14562,2872,4880,192,5844
1988:Q4,216648,41608,78440,96600,216648,82182,416,0,28416,0,69280,1292,228,2072,616,12084,10668,0,-16840,-9644,-5112,-244,22182,3332,4880,920,9920
1989:Q1,164387,-1176,64876,100687,164387,-12455,6680,0,47256,-3096,33268,2700,316,-4822,2280,23200,43216,0,10292,-17492,-620,-72,10904,1864,4880,-48,16136
1989:Q2,119906,5132,18680,96094,119906,-24895,-2408,0,37620,-500,34372,1524,416,-866,3168,31776,14492,0,24032,13072,-13700,996,-8785,-2452,4880,-88,7252
1989:Q3,142990,7100,5772,130118,142990,42698,-2104,0,34652,-396,-21400,-3172,404,-420,3888,25524,15404,0,13860,-3312,8156,3252,7972,1512,4880,-340,11932
1989:Q4,177160,-4580,11592,170148,177160,93767,10424,0,4136,-120,-22712,148,280,2576,4440,19956,22264,0,15240,18000,-156,19516,-42215,180,4880,1552,25004
1990:Q1,178136,29572,6100,142464,178136,17253,-8496,0,-42552,-4,49024,2720,160,9338,4948,16120,50060,0,12044,4372,17772,6984,23313,784,4880,740,8676
1990:Q2,173121,5372,11616,156133,173121,63005,-7016,0,-124,-312,12476,1168,52,7755,5400,15524,19908,0,7484,27956,2720,5528,2590,-1840,6816,-1844,5876
1990:Q3,149762,-1320,13744,137338,149762,39677,-9624,0,-660,-276,17028,1388,24,6369,6220,25876,10928,0,20680,5096,3580,4200,5397,-456,16644,-196,-2132
1990:Q4,201437,-1012,37136,165313,201437,26091,1596,0,-3048,-140,39680,2448,76,7730,7404,23300,7940,0,6384,27396,6580,5772,-14964,-3228,50112,-2272,12580
1991:Q1,110894,-24000,13112,121782,110894,-41878,-1648,0,7488,0,3312,3156,44,2013,9444,31804,55624,0,336,9864,33800,-3088,-8352,24,5108,568,3276
1991:Q2,107024,-6200,-29484,142708,107024,13621,8328,0,3632,-516,-13748,2872,-64,6816,12204,66324,-8344,0,6864,-13304,24744,4352,-29741,560,15304,1768,5352
1991:Q3,141084,-28792,20560,149316,141084,17523,-6420,0,14808,-236,-6392,1360,60,7356,11516,13132,11736,80,-400,19076,28128,22032,-28479,-2144,22144,-988,17192
1991:Q4,169171,3816,32648,132707,169171,-7384,7048,0,20840,-440,39540,8604,424,2679,7376,61280,-6576,100,-26052,836,51452,21196,-25512,-1456,-2492,2624,15084
1992:Q1,93121,-11164,11332,92953,93121,43804,11040,0,-58280,-336,19840,2276,852,6068,3416,29916,45504,140,-10520,11208,-32824,22088,-27658,2120,14352,-2600,12716
1992:Q2,207639,388,50212,157039,207639,-47097,-580,0,73888,-1000,48800,7248,1332,8552,-368,20820,-8256,108,-24688,15740,51568,20924,-19268,-1680,35588,-696,26704
1992:Q3,175367,9028,67700,98639,175367,71476,2940,0,23520,-704,31068,908,1348,10226,-1404,35592,7788,164,-4800,19220,21876,-572,-31215,-2920,-17844,2932,5768
1992:Q4,149848,2668,33580,113600,149848,4453,492,0,9580,-484,48000,1300,892,9938,300,28960,-2692,140,-33100,8975,87000,8432,-13699,232,-36288,-496,27912
1993:Q1,148506,3160,32272,113074,148506,-53362,26328,0,-53100,-1160,62508,11808,504,7868,1456,25296,58760,136,-28084,-7369,48012,-6556,20657,-1884,29276,140,7272
1993:Q2,83570,4080,68656,10834,83570,-134980,-14188,0,19564,-364,43600,3808,184,2852,2044,39524,-5420,204,-2648,31555,22736,6728,12244,-1020,20400,908,35840
1993:Q3,297392,16232,167692,113468,297392,-16791,22416,0,56832,-912,33184,4132,64,9956,2136,30624,-6760,256,8284,32075,1748,20204,31396,-4284,33600,180,39052
1993:Q4,162850,7724,53628,101498,162850,-74410,7340,0,-21436,-664,22348,9840,152,7324,1732,23780,8916,192,6588,-2240,74804,53860,30071,4488,-52000,2692,59472
1994:Q1,350095,-1304,159976,191423,350095,243006,13420,0,-27072,-1644,-312,14432,388,11110,1312,24016,21240,232,19168,13016,-83040,46472,41826,-3532,-8800,1068,23788
1994:Q2,279642,4716,146512,128414,279642,82911,9948,0,19040,-1228,18240,-1180,400,402,1312,-6788,51752,64,17704,15507,-6680,47208,23643,-4604,-13200,1412,23780
1994:Q3,240051,2896,151992,85163,240051,53138,-40004,0,46424,-456,40924,-3296,400,5831,1312,3336,56184,76,-26496,19866,-10436,87828,14788,-5804,-21200,1968,15668
1994:Q4,299461,-5676,249012,56125,299461,119183,19900,0,11632,-676,-1136,-3760,684,-536,1308,24704,33152,-12,5928,-7397,6316,77500,12435,-5664,-20000,2520,23380
1995:Q1,117966,-1228,62956,56238,117966,-97090,4668,0,78440,-916,4456,32840,-8,-6105,2504,32064,6364,64,19172,12586,-5340,21376,-2265,-2464,0,-3032,20652
1995:Q2,197634,1608,127124,68902,197634,5411,13056,0,-20556,-1248,29788,19480,72,2889,2248,7308,260,104,13608,72585,-52448,91056,14853,-2524,-12000,-840,14532
1995:Q3,205366,408,102116,102842,205366,68258,-14092,0,-113244,-804,69404,220,168,4888,2152,13896,-2216,128,32500,-19288,47716,20160,46089,-968,16000,1028,33372
1995:Q4,302109,5132,131656,165321,302109,136277,10552,0,-82688,-1044,8456,4492,4784,9724,2600,-18328,3080,176,27704,-11159,37188,107548,24602,2040,32000,2164,1940
1996:Q1,175839,-2320,31604,146555,175839,-15785,-10272,0,-3324,-432,5012,7292,-112,302,448,-15048,-820,204,24452,55101,58864,70704,8706,4028,-16000,284,2236
1996:Q2,286136,2248,126640,157248,286136,168964,8108,0,-4872,-552,9844,5576,-1156,4987,-2192,-17976,152,16,3932,17614,25944,55716,-4486,2940,-7200,312,20464
1996:Q3,206766,-3072,80148,129690,206766,143338,12184,0,-47020,-316,-23592,11528,1904,1580,1428,31144,-21384,112,-20708,14459,24244,57252,-17215,2952,-6800,-432,42108
1996:Q4,250471,-3296,123352,130415,250471,136227,10216,0,-87176,-336,35796,25340,296,4603,11660,6680,-26168,32,14340,-41821,5676,79540,-5341,3048,34800,776,42284
1997:Q1,122403,-1420,-6520,130343,122403,-25,-36832,0,-29172,-924,37048,20200,3496,-2381,-1308,-3968,6952,28,40564,13556,7664,61120,-29658,1176,-5572,-1544,41984
1997:Q2,281174,244,198876,82054,281174,6857,-29796,0,51444,-1992,51212,10780,-288,5905,2140,10096,4300,36,140,51586,4456,90416,-9629,3912,-252,2736,27116
1997:Q3,142330,-920,46268,96982,142330,18439,-13716,0,-45696,-2284,30800,11412,1600,5844,2640,13076,7864,64,11240,-31514,14812,69056,-43170,8960,50588,-3504,35820
1997:Q4,308361,1748,157648,148965,308361,221922,-1692,0,21432,-960,119424,7504,3384,-1656,3192,-83332,5700,156,21592,-56796,25404,49836,-4514,20656,-63836,4612,16332
1998:Q1,244881,-2432,142980,104333,244881,-149793,-2752,0,-21080,-240,41936,20196,2740,-4422,3044,-1520,-2580,164,12440,48559,45208,129256,-16107,8608,69804,12600,48820
1998:Q2,405027,-1440,166792,239675,405027,77108,-988,0,91556,-396,-33132,12868,2232,4742,-376,-6488,-20080,100,31700,46509,136,114484,780,-8928,76216,-11444,28428
1998:Q3,533054,-412,294464,239002,533054,250641,5008,0,33436,-492,128824,-18316,1980,5933,-1124,-7216,-10776,276,27116,82977,-38452,158956,45422,-12960,-101652,2540,-19068
1998:Q4,711295,12184,511420,187691,711295,157472,9284,0,69884,-260,142972,6212,8660,11223,-6152,-6748,-39080,312,5136,133772,-8180,231068,70769,-19520,-42408,852,-13972
1999:Q1,586448,-1532,193332,394648,586448,6964,2860,0,43416,-108,52960,10332,1564,10598,4036,16672,35656,112,28008,36692,61356,224696,60602,8648,-72192,-2140,55716
1999:Q2,581858,600,306796,274462,581858,63380,156,0,41352,-208,31156,-21400,4312,8521,10544,9496,37652,36,7304,7761,73196,194816,60104,1308,7376,-8000,52996
1999:Q3,638287,32,407508,230747,638287,133974,4328,0,42240,-84,43420,20196,6036,4010,4644,4624,24484,-60,-8372,-16376,21324,162184,31487,-584,90304,-684,71192
1999:Q4,565926,32,367504,198390,565926,83330,-116,0,57844,-228,3844,10528,1400,-10037,4232,-744,49072,-180,64732,50687,26288,109948,13295,-11968,34624,5496,73880
2000:Q1,236054,-2064,105092,133026,236054,-18784,11156,0,46116,-124,55408,-2640,840,-7393,8324,15924,13276,-248,-18088,-44665,-19148,115212,16545,196,-59040,-2360,125548
2000:Q2,403987,1836,249040,153111,403987,75241,11536,0,39912,-40,5884,-5000,1640,14993,7940,7396,-53108,-60,75164,-9636,5936,77572,23249,-3604,18904,908,109160
2000:Q3,506859,-2424,279440,229843,506859,119850,3376,0,47152,-40,-41592,1396,7260,-6288,11360,13884,-36212,88,63164,-59488,42444,153808,-7775,4280,26664,448,163080
2000:Q4,588776,-1180,307080,282876,588776,-52619,-14040,0,39996,0,26324,7656,7428,-5161,8380,9756,-50520,448,79164,101933,12788,250116,3234,-128,-4684,-1120,169824
2001:Q1,424845,-2236,265932,161149,424845,-539424,-4556,0,43944,-480,-13804,10452,-5680,2515,9460,23156,66704,2052,-11236,297109,92028,258896,22681,3860,43388,1848,121932
2001:Q2,720374,1124,286836,432414,720374,-40482,2176,0,59608,0,35968,-73644,332,5943,571,18620,-14788,640,74364,163726,138140,178060,26968,9428,89068,-792,46468
2001:Q3,821956,-352,326676,495632,821956,335380,5500,0,33532,0,136016,-2536,1348,30825,18559,19120,-41816,2728,-65236,111515,-12016,234288,3084,7696,-72964,-288,77220
2001:Q4,601377,-732,337148,264961,601377,-214385,5344,0,60480,0,220756,-22356,13892,20773,6860,14308,-6840,2840,9564,66102,118632,156396,81487,11800,-71584,4876,122432
2002:Q1,700981,-1796,180232,522545,700981,-57264,3144,0,40908,0,147996,3996,4152,22975,17396,78032,-11968,-148,4764,-20657,58416,242720,10304,28792,32364,15988,79072
2002:Q2,495470,1788,139108,354574,495470,-130861,2556,0,40620,0,165100,14308,5812,593,16488,57700,11392,744,-22688,-66784,13624,29948,38390,14896,90636,5268,207728
2002:Q3,459534,1580,289556,168398,459534,-164148,-3352,0,34244,0,92000,24916,1132,13239,16892,82708,-28220,2528,-8372,38386,130132,89664,95105,4792,-72408,-2328,112624
2002:Q4,532614,420,270436,261758,532614,-181736,-4972,0,58880,0,138304,288,4668,26914,22196,102728,-37464,2244,-5900,-25857,38280,164464,152325,-7812,-23056,-740,108860
2003:Q1,512108,-1580,225752,287936,512108,-423129,4244,0,-716,0,218648,3116,-3500,34607,1732,26836,31260,2240,47324,59923,100512,113252,114746,-16568,138528,3292,55760
2003:Q2,471777,516,192436,278825,471777,-124999,-23008,0,-2064,0,304844,12352,6384,-5772,-888,25544,29920,20,76080,62020,76156,-38764,137811,6832,-122576,-2436,54320
2003:Q3,770411,56,459872,310483,770411,418693,-1628,0,57164,0,-250548,-33696,13276,17339,816,7420,44772,-3140,66976,86043,10968,367372,78960,-8952,-12640,5052,-93836
2003:Q4,581048,-8628,125432,464244,581048,248442,-2220,0,88424,-40,157836,-6956,2660,11106,8644,8620,43764,-464,124072,-181854,-24572,-34420,-1898,10352,98992,-2252,32812
2004:Q1,-3310,1064,5600,-9974,-3310,-73451,1648,0,32892,0,352112,-11200,3896,-8538,2132,11048,3056,-780,135932,-63595,-306388,-150416,-373,34300,-42712,3556,73572
2004:Q2,301285,-3644,214812,90117,301285,-208833,-1224,0,20100,0,31068,12224,6432,814,-5480,7152,15600,-796,132028,-49462,413256,-119548,-3359,3148,-29696,1496,76364
2004:Q3,169190,-152,118280,51062,169190,261335,-2836,0,103420,0,-248624,-13396,7152,571,-4932,5820,15404,4196,-105180,-39873,20540,-84820,-102831,12068,210508,5796,124872
2004:Q4,-6521,312,-38696,31863,-6521,551657,2844,0,-112080,0,-105204,6676,1160,673,-11020,1436,9324,492,-71268,-99942,-22408,-454724,39391,15788,-99580,-3248,343512
2005:Q1,-59006,-740,-141516,83250,-59006,-148857,20288,0,29884,0,370932,-3664,2364,-5137,8388,41608,10252,24,-27112,-212885,-12148,-169144,6297,620,14936,180,14168
2005:Q2,98598,-1384,-63668,163650,98598,320549,4932,0,63412,0,-103028,27972,6264,-13578,2608,5800,1112,488,-143460,-140072,44068,-191216,-64301,-1840,61056,-3108,220940
2005:Q3,-124175,-376,-269252,145453,-124175,-229049,-5928,0,188820,0,-41188,-27136,796,-3539,11908,8820,15416,5380,19384,-80080,108560,-142000,-22147,-2792,-79328,-5136,155064
2005:Q4,404575,796,138272,265507,404575,208573,4844,0,24804,0,-16804,-752,-4824,-7954,-256,-5520,49092,1240,114304,-8724,86552,-39340,-82613,-8528,-77104,-1400,168984
2006:Q1,316522,-1012,-10056,327590,316522,9572,-2808,0,-55384,0,207168,-26616,-424,-5359,5456,26700,11332,312,35152,-8944,-51272,-19696,-24494,884,58824,2984,153136
2006:Q2,462551,228,195156,267167,462551,-343723,-6840,0,88404,0,124228,29552,-4864,-12915,5056,-2560,11332,-168,75276,50642,49308,-11588,-39250,32172,56636,5492,356360
2006:Q3,183861,-1016,-83496,268373,183861,129609,-116,0,48292,0,-128316,908,-4904,-19675,2280,-24948,11332,432,-52656,-37151,29780,-74000,47707,24280,61972,-2284,171320
2006:Q4,348634,496,40724,307414,348634,-169946,892,0,179616,0,-66456,12776,-12824,-14018,20188,-30180,11332,2768,11572,-118755,170928,-42976,106241,51396,54048,-5540,187572
2007:Q1,557369,-1316,65400,493285,557369,295769,-8392,0,103440,0,-31552,-2824,0,-14678,4816,9948,17132,580,-153584,10567,64668,-66676,-10601,44064,109584,5664,179444
2007:Q2,643968,-96,160028,484036,643968,224168,-8064,0,-36976,0,-20536,8532,-520,-7841,10524,7096,17132,544,72388,66132,196808,-35956,21996,2428,-257912,-3888,387912
2007:Q3,1203745,-812,552588,651969,1203745,778175,7796,0,71552,0,-260768,6156,-5708,-385,-4,9740,17132,-240,-42664,202319,-4812,22304,-26296,3712,198908,4600,222228
2007:Q4,1216159,744,340640,874775,1216159,591188,-864,0,-36576,0,-131160,-3720,-4444,3732,-18312,-5748,17132,564,-106760,136674,166564,36052,87201,34156,294160,-12028,168348
2008:Q1,749719,1276,163406,585037,749719,28523,-14772,0,-61504,0,-40596,-8884,-2416,2212,-22524,4908,22384,3100,-42388,661942,-36712,101732,-32601,7072,70684,12504,97056
2008:Q2,1210000,252,588220,621528,1210000,163240,2076,0,23220,0,264636,-1172,8376,24233,-3568,-33668,22384,-492,-22416,162800,-184,503572,-2836,36576,-97844,61652,99416
2008:Q3,690951,-1692,196873,495770,690951,477799,-4388,13244,-59960,58000,-4384,-36896,-1676,23637,-32760,40936,22384,832,-69096,426380,-12816,-70112,971,-25512,389828,-47080,-398380
2008:Q4,425122,992,96769,327362,425122,130570,6600,204464,-215288,20832,325136,20796,-12084,11266,-33436,18576,22384,-5420,-86020,880135,-319060,292972,-69661,-36200,-42700,37064,-725804
2009:Q1,64653,-3192,-289362,357207,64653,-722317,-1800,209136,-47448,1069284,75368,-21852,-6320,15984,7952,-2424,-59860,-720,-43636,159436,157056,175920,-240886,20304,-363880,-39348,-275296
2009:Q2,-169636,-1096,-688299,519759,-169636,-1379794,17044,174636,168392,1088088,232992,-25824,2728,28876,21668,15540,-59860,1016,-33148,-206712,67716,-19668,-148262,36908,-68276,2880,-86576
2009:Q3,-89552,3712,-625275,532012,-89552,-140109,-1404,91828,60908,1057960,-23192,-16680,-6708,39842,27236,2592,-59860,-124,-8852,-415724,118416,-118536,-244517,15620,-150512,-140,-317596
2009:Q4,-45081,1172,-470592,424338,-45081,-423920,2836,92320,61792,978836,386888,-12844,-5280,29594,-1560,14928,-59860,1576,9708,-415499,-35756,-146760,-262968,4172,-46604,7896,-224576
2010:Q1,319370,344,163135,155891,319370,17007,12552,-40044,43568,677740,19076,-2156,-8404,29559,1408,1152,19680,788,22268,-153914,80168,-180532,-136324,14428,21748,-7088,-113311
2010:Q2,-32538,1076,-280576,246962,-32538,-60598,3512,-44264,-101636,180816,-36124,-3008,-8820,40953,-4748,6632,19680,464,-14852,-95930,275408,-122224,-142464,13376,17268,-1828,45849
2010:Q3,-293014,484,-479316,185818,-293014,115301,2504,-43716,62332,-200980,202752,-2004,-12856,31560,5052,3596,19680,1824,-38560,-189183,-66724,-54604,-95868,50072,-23480,32060,-91772
2010:Q4,-149290,760,-338306,188256,-149290,97138,-10672,-60716,104224,-372172,254620,-11940,-644,43176,-16988,8720,19680,-2452,7924,-133017,10028,11948,-9360,66584,-12176,-36196,-106999
2011:Q1,261813,1192,55006,205615,261813,606415,-8708,-43108,-20176,-279804,138372,19608,-23476,34510,5976,-772,-4932,-248,4008,105195,-389832,-78952,18004,191420,31904,4612,-48202
2011:Q2,-258026,156,-438781,180599,-258026,136642,9292,-139080,-81828,-176372,-8824,-3412,-3740,15880,7524,-6684,-4932,1260,20700,-78161,908,-22112,-7229,96284,8196,37192,-59530
2011:Q3,-3981,1936,-156534,150616,-3981,146075,-11904,-132348,-79784,-185624,67856,6464,-2560,31034,8944,-3356,-4932,-192,-124008,79167,112240,59420,-23733,70572,-45404,47144,-19052
2011:Q4,-83894,1144,-208487,123450,-83894,-380624,2676,-157984,55396,-149896,230208,-6472,-2100,41168,440,-9716,-4932,352,-93936,-71612,560372,-37432,-54,33080,-12716,-40688,-39423
2012:Q1,-78158,-3340,-191975,117157,-78158,-505294,-5148,-118520,-48736,-28792,257644,-5604,1240,32259,-3980,-7044,-15912,2312,87400,-121809,159352,-43772,-19,223328,96024,-36676,3589
2012:Q2,28905,140,-150050,178815,28905,316508,-1168,-5844,-78428,61476,-117640,11440,-1500,5983,-9488,-48460,-15912,2224,-28448,21830,163476,-25012,-236,55584,-26140,-66520,-184819
2012:Q3,-23255,-296,-124905,101945,-23255,104960,848,0,19112,-107248,26248,-8296,-3412,7180,-4340,-5312,-15912,884,-41356,-50501,-161496,-75360,-89,220276,30304,17740,22516
2012:Q4,-24216,1940,-151610,125454,-24216,-222379,132,0,-72596,369420,-13020,7080,-5444,3742,-10392,-11188,-15912,1504,-7436,-62084,265104,-52580,293,-77164,5396,9020,-135713
2013:Q1,292582,-1012,171256,122339,292582,-344250,-8708,0,58308,593196,155096,-16608,-660,18448,-5932,-480,-2184,-2020,13644,117864,6032,-38892,-572,-37068,-66344,11392,-157679
2013:Q2,236365,1344,102050,132970,236365,-162482,7388,0,5864,559308,76712,-1028,-840,32784,-13216,208,-2184,-1724,-15660,30584,67004,-28216,-282,-17156,-176596,-980,-123123
2013:Q3,182088,544,36390,145153,182088,195002,96,0,-21828,502548,-81760,-212,-896,2665,-10420,-6876,-2184,-1836,-904,-53641,-220976,8792,-145,-82960,-135312,16352,76582
2013:Q4,240686,-2444,120452,122678,240686,-176872,2332,0,50756,597676,76124,-2288,-296,-11029,-10224,-4020,-2184,-3844,-396,32217,-17408,-25656,185,-159232,14120,10964,-130240
2014:Q1,-101650,-1936,-188440,88726,-101650,349619,-468,0,-36188,424980,32292,-12824,-464,-19916,3440,-2396,9200,-2848,11144,-43792,-604392,-18268,0,-49272,-16972,-9516,-115010
2014:Q2,138627,128,81431,57068,138627,86381,1920,0,-79632,235868,-17916,-7120,40,-16580,-1812,3656,9200,760,35296,-12365,-63004,7256,0,35696,-70308,7316,-16024
2014:Q3,210403,-712,146866,64250,210403,219649,1148,0,-90444,121120,88508,-1672,8,-8908,2256,-4752,9200,-912,1940,38446,-242392,19304,0,-16188,-14356,-268,88716
2014:Q4,353252,2068,261259,89925,353252,-137881,-48,0,9500,162396,8268,-568,-252,-20260,-3960,-49252,9200,876,-3112,93531,108388,20528,0,38612,108352,-940,9874
2015:Q1,32393,-972,17509,15856,32393,96440,-9708,0,14952,-26400,200056,-5220,-1060,-13436,-2336,-17728,-1000,492,-54256,-66193,59712,-12868,0,-39216,-46900,9840,-52777
2015:Q2,119382,2076,-10000,127306,119382,16832,-2760,0,-22660,-3724,121108,16752,1444,-10771,-11312,-1548,-1000,396,24596,3619,-103044,-25712,0,-70932,-32880,-2300,223279
2015:Q3,329938,-2220,154211,177947,329938,559276,-1144,0,-74272,33436,65944,-10104,-12,-22991,-8020,-9296,-1000,-272,-31516,173064,-207984,-18260,0,-36684,-12100,1488,-69614
2015:Q4,400763,1836,212244,186683,400763,87301,8400,0,65868,17184,202644,9540,44,7923,-4736,20648,-1000,164,17604,194559,-141680,1760,-400,-40204,-31692,-11320,-1843
2016:Q1,236478,-460,98451,138487,236478,-95,10612,0,-18828,8784,23260,-1136,-1280,-38233,5532,15940,10816,244,-11100,176090,31452,2304,0,-17756,-26960,-9344,76176
2016:Q2,467946,468,301904,165574,467946,-32155,-14748,0,-7176,-56692,73800,-1944,-164,8496,4160,12096,10816,784,33856,335086,-40524,65248,0,-66152,30760,4220,108179
2016:Q3,358282,-772,223265,135788,358282,-130396,5384,0,62832,-43464,236440,6828,-64,6808,7304,9476,10816,1876,-11016,142016,26640,-31860,0,-1228,-57824,-2820,120534
2016:Q4,343623,384,153063,190175,343623,-56374,3932,0,66364,1188,263756,-12560,320,13385,420,7744,10816,-1500,-12636,16556,34108,-10296,0,-22256,16360,12984,11311
2017:Q1,384085,-924,183883,201126,384085,100469,-3436,0,31172,98740,147600,2860,24,7999,-384,8300,24936,208,-9960,20678,-30796,-20100,0,30248,52360,-1300,-75533
2017:Q2,264099,652,76092,187355,264099,-55863,4400,0,-13568,-16584,144784,3660,-660,-11104,5680,4204,24936,316,-6132,-25800,137892,-10596,0,15568,18272,-23360,68054
2017:Q3,379388,-92,189522,189958,379388,51676,-112,0,15476,-14784,175212,-6460,224,-9449,5368,8796,24936,1012,10036,79619,-66972,-22784,0,107572,-70956,42072,48906
2017:Q4,358572,108,162899,195564,358572,-22183,39096,0,70996,-24168,127388,97976,380,-7958,11684,5388,24936,228,40676,-11093,-28208,-26636,0,62136,-46516,-2324,46774
2018:Q1,183309,1068,18378,163863,183309,-50230,-4552,0,-14868,-46796,16944,-6212,940,-8534,15528,21172,12856,-440,25072,-20521,95160,2624,0,-19852,-18704,27984,155739
2018:Q2,235334,-4604,80585,159354,235334,115065,-8248,0,63452,-147120,50412,-1032,1068,-1162,5528,-11200,12856,52,17800,63273,78944,-9316,0,-12732,-56364,-6216,80274
2018:Q3,270952,-2756,113720,159987,270952,386264,-10520,0,42176,-165092,32232,-34248,-736,-7348,35260,9024,12856,980,-7220,-192405,19048,-19972,0,68244,11592,37460,53356
