date,All sectors; other loans and advances; liability,Nonprofit organizations; other loans and advances receivable; asset,Households and nonprofit organizations; other loans and advances from nonprofit organizations; liability,Nonprofit organizations; other loans and advances to businesses receivable held by 501c3-9 organizations; asset,Federal government; U.S. government loans; asset,Households and nonprofit organizations; U.S. government loans; liability,Nonfinancial corporate business; U.S. government loans, including loans to automakers; liability,Nonfinancial noncorporate business; U.S. government loans; liability,State and local governments; U.S. government loans; liability,Government-sponsored enterprises; U.S. government loans to Sallie Mae; liability,Federal government; loans to finance companies (Chrysler Financial); asset,Other financial business; U.S. government loans to TALF I LLC and loans made under PPIP; liability,Rest of the world; U.S. government loans excluding capital subscriptions and contributions to international financial institutions and the IMF; liability,Households and nonprofit organizations; policy loans; liability,Federal government; policy loans; asset,Life insurance companies; policy loans; asset,Federal government; other loans and advances due to federal government defined contribution retirement funds; liability,Federal government; other loans and advances due to federal government defined contribution retirement funds; liability,Government-sponsored enterprises; FHLB advances; asset,U.S.-chartered depository institutions; FHLB advances (residual); liability,Credit unions; FHLB advances; liability,Property-casualty insurance companies; FHLB advances; liability,Life insurance companies, general accounts; FHLB advances; liability,Finance companies; FHLB advances; liability,Mortgage real estate investment trusts; FHLB advances; liability,Government-sponsored enterprises; Farm Credit System and Sallie Mae loans and advances; asset,Households and nonprofit organizations; Sallie Mae loans; liability,Corporate farm business; Farm Credit System loans; liability,Nonfinancial noncorporate business; Farm Credit System loans; liability,U.S.-chartered depository institutions; Sallie Mae warehousing advances; liability,Security brokers and dealers; margin accounts at brokers and dealers; asset,Security brokers and dealers; margin accounts at brokers and dealers; asset,Households and nonprofit organizations; cash accounts at brokers and dealers,Households and nonprofit organizations; cash accounts at brokers and dealers,Other financial business; clearing and participant fund contributions of central clearing parties; liability,U.S.-chartered depository institutions; clearing and participant fund contributions at central clearing parties; asset,Security brokers and dealers; clearing and participant fund contributions at central clearing parties (net); asset,Other financial business; clearing and participant fund contributions of central clearing parties; asset,Nonfinancial corporate business; syndicated loans; liability,Households and nonprofit organizations; syndicated loans to nonfinancial corporate business; asset,Life insurance companies, general accounts; syndicated loans to nonfinancial corporate business; asset,Mutual funds; syndicated loans to nonfinancial corporate business; asset,Issuers of asset-backed securities; syndicated loans to nonfinancial corporate business; asset,Security brokers and dealers; syndicated loans to nonfinancial corporate business; asset,Other financial business; syndicated loans to nonfinancial corporate business; asset,Issuers of asset-backed securities; securitized nonfinancial business loans; asset,Issuers of asset-backed securities; securitized nonfinancial business loans; asset,Finance companies; nonfinancial business loans, including Paycheck Protection Program loans; asset,Nonfinancial corporate business; finance companies loans; liability,Nonfinancial noncorporate business; finance companies loans; liability,Holding companies; other loans and advances; asset,Holding companies; other loans and advances due from U.S. addressees; asset,Holding companies; other loans and advances due from foreign addressees; asset,Other financial business; loans from Federal Reserve funding, credit and liquidity facility special purpose vehicles; asset,Other financial business; loans to hedge funds and private domestic equity funds from the Term Asset-Backed Securities Loan Facility LLC (TALF II); asset,Other financial business; loans to nonfinancial corporate business from the Main Street Facilities LLC; asset,Other financial business; loans to nonfinancial noncorporate business from the Main Street Facilities LLC; asset,Other financial business; loans to nonprofit organizations from the Main Street Facilities LLC; asset,Rest of the world; U.S. nonfinancial business loans; asset,Rest of the world; U.S. nonfinancial business loans; asset
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1963:Q1,-836,0,0,0,2888,248,-140,988,244,-104,0,0,1652,496,40,456,0,0,-3860,-3860,0,0,0,0,0,464,0,13,451,0,324,324,-2400,-2400,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,1310,146,0,0,0,0,0,0,0,0,0,0
1963:Q2,12472,0,0,0,1768,172,160,-232,84,-252,0,0,1836,540,44,496,0,0,3024,3024,0,0,0,0,0,156,0,23,133,0,3112,3112,2224,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,1084,120,0,0,0,0,0,0,0,0,0,0
1963:Q3,7276,0,0,0,900,224,40,80,408,0,0,0,148,416,36,380,0,0,3016,3016,0,0,0,0,0,408,0,19,389,0,1880,1880,-344,-344,0,0,0,0,0,0,0,0,0,0,0,0,0,940,846,94,0,0,0,0,0,0,0,0,0,0
1963:Q4,8760,0,0,0,1984,168,148,496,196,0,0,0,976,388,36,352,0,0,3040,3040,0,0,0,0,0,428,0,3,425,0,808,808,-608,-608,0,0,0,0,0,0,0,0,0,0,0,0,0,2060,1854,206,0,0,0,0,0,0,0,0,0,0
1964:Q1,7560,0,0,0,2736,292,136,992,-16,0,0,0,1332,528,40,488,0,0,-2464,-2464,0,0,0,0,0,144,0,23,121,0,-676,-676,3972,3972,0,0,0,0,0,0,0,0,0,0,0,0,0,2444,2200,244,0,0,0,0,0,0,0,0,0,0
1964:Q2,3452,0,0,0,2756,140,88,248,300,16,0,0,1964,576,40,536,0,0,2404,2404,0,0,0,0,0,12,0,14,-2,0,4,4,-4896,-4896,0,0,0,0,0,0,0,0,0,0,0,0,0,2388,2149,239,0,0,0,0,0,0,0,0,0,0
1964:Q3,8680,0,0,0,3140,268,200,108,392,520,0,0,1652,508,36,472,0,0,272,272,0,0,0,0,0,468,0,9,459,0,-652,-652,3216,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,1604,1444,160,0,0,0,0,0,0,0,0,0,0
1964:Q4,2504,0,0,0,2548,196,388,356,368,-12,0,0,1252,484,40,444,0,0,1952,1952,0,0,0,0,0,440,0,-6,446,0,-616,-616,-3000,-3000,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,-68,-8,0,0,0,0,0,0,0,0,0,0
1965:Q1,3568,0,0,0,3108,256,380,660,236,-416,0,0,1992,556,40,516,0,0,-2312,-2312,0,0,0,0,0,384,0,14,370,0,-152,-152,268,268,0,0,0,0,0,0,0,0,0,0,0,0,0,1936,1742,194,0,0,0,0,0,0,0,0,0,0
1965:Q2,10236,0,0,0,3116,184,232,168,528,-108,0,0,2112,640,40,600,0,0,3356,3356,0,0,0,0,0,40,0,22,18,0,80,80,312,312,0,0,0,0,0,0,0,0,0,0,0,0,0,2532,2279,253,0,0,0,0,0,0,0,0,0,0
1965:Q3,3848,0,0,0,1768,312,196,44,256,516,0,0,444,612,44,568,0,0,864,864,0,0,0,0,0,468,0,24,444,0,-688,-688,520,520,0,0,0,0,0,0,0,0,0,0,0,0,0,444,400,44,0,0,0,0,0,0,0,0,0,0
1965:Q4,11800,0,0,0,3544,188,388,100,232,828,0,0,1808,512,44,468,0,0,780,780,0,0,0,0,0,572,0,5,567,0,2264,2264,952,952,0,0,0,0,0,0,0,0,0,0,0,0,0,2948,2653,295,0,0,0,0,0,0,0,0,0,0
1966:Q1,5416,0,0,0,3848,428,668,1352,184,-392,0,0,1608,780,48,732,0,0,-1240,-1240,0,0,0,0,0,720,0,24,696,0,604,604,-1336,-1336,0,0,0,0,0,0,0,0,0,0,0,0,0,2044,1840,204,0,0,0,0,0,0,0,0,0,0
1966:Q2,11608,0,0,0,1692,468,196,-388,348,-952,0,0,2020,1296,48,1248,0,0,4384,4384,0,0,0,0,0,364,0,19,345,0,664,664,1356,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,1494,166,0,0,0,0,0,0,0,0,0,0
1966:Q3,5924,0,0,0,4640,824,212,168,1188,1604,0,0,644,1988,52,1936,0,0,1568,1568,0,0,0,0,0,752,0,18,734,0,-1592,-1592,1008,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,-2268,-2041,-227,0,0,0,0,0,0,0,0,0,0
1966:Q4,6588,0,0,0,1104,208,392,-336,788,-1192,0,0,1244,1892,52,1840,0,0,-960,-960,0,0,0,0,0,732,0,28,704,0,180,180,-48,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,2860,2574,286,0,0,0,0,0,0,0,0,0,0
1967:Q1,6844,0,0,0,5576,336,352,820,40,-188,0,0,4216,1168,52,1116,0,0,-7040,-7040,0,0,0,0,0,852,0,29,823,0,2116,2116,3308,3308,0,0,0,0,0,0,0,0,0,0,0,0,0,448,403,45,0,0,0,0,0,0,0,0,0,0
1967:Q2,5012,0,0,0,2848,240,296,436,200,-224,0,0,1900,1148,52,1096,0,0,-3492,-3492,0,0,0,0,0,276,0,36,240,0,2016,2016,2148,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,-1712,-1541,-171,0,0,0,0,0,0,0,0,0,0
1967:Q3,10216,0,0,0,4464,408,-152,-80,424,1988,0,0,1876,812,52,760,0,0,-720,-720,0,0,0,0,0,652,0,22,630,0,3756,3756,1108,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,6,0,0,0,0,0,0,0,0,0,0
1967:Q4,12096,0,0,0,1480,332,304,884,36,-1844,0,0,1768,840,44,796,0,0,1056,1056,0,0,0,0,0,1036,0,18,1018,0,4968,4968,2332,2332,0,0,0,0,0,0,0,0,0,0,0,0,0,-192,-173,-19,0,0,0,0,0,0,0,0,0,0
1968:Q1,4216,0,0,0,4576,456,348,104,228,104,0,0,3336,1152,44,1108,0,0,-468,-468,0,0,0,0,0,728,0,38,690,0,-2284,-2284,-2360,-2360,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,2506,278,0,0,0,0,0,0,0,0,0,0
1968:Q2,27460,0,0,0,3276,180,192,216,380,-24,0,0,2332,1484,40,1444,0,0,2480,2480,0,0,0,0,0,-264,0,20,-284,0,7684,7684,8612,8612,0,0,0,0,0,0,0,0,0,0,0,0,0,4308,3877,431,0,0,0,0,0,0,0,0,0,0
1968:Q3,13048,0,0,0,4020,484,20,364,172,952,0,0,2028,1432,52,1380,0,0,548,548,0,0,0,0,0,144,0,1,143,0,980,980,5724,5724,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,1,0,0,0,0,0,0,0,0,0,0
1968:Q4,11324,0,0,0,2652,588,92,416,460,-44,0,0,1140,1092,36,1056,0,0,932,932,0,0,0,0,0,648,0,8,640,0,4984,4984,-1100,-1100,0,0,0,0,0,0,0,0,0,0,0,0,0,1828,1645,183,0,0,0,0,0,0,0,0,0,0
1969:Q1,-11648,0,0,0,3496,492,160,712,548,-1132,0,0,2716,1732,56,1676,0,0,288,288,0,0,0,0,0,936,0,29,907,0,-6936,-6936,-13580,-13580,0,0,0,0,0,0,0,0,0,0,0,0,0,864,778,86,1400,1400,0,0,0,0,0,0,0,0
1969:Q2,31112,0,0,0,2944,124,120,128,300,0,0,0,2272,2628,84,2544,0,0,4328,4328,0,0,0,0,0,460,0,36,424,0,-1720,-1720,7152,7152,0,0,0,0,0,0,0,0,0,0,0,0,0,8316,7484,832,5248,5248,0,0,0,0,0,0,0,0
1969:Q3,10072,0,0,0,3472,512,52,492,264,0,0,0,2152,3404,120,3284,0,0,6108,6108,0,0,0,0,0,320,0,22,298,0,-6500,-6500,-12232,-12232,0,0,0,0,0,0,0,0,0,0,0,0,0,5292,4763,529,8784,8784,0,0,0,0,0,0,0,0
1969:Q4,30356,0,0,0,3612,392,136,-72,1872,0,0,0,1284,2652,80,2572,0,0,5396,5396,0,0,0,0,0,1388,0,58,1330,0,1040,1040,9752,9752,0,0,0,0,0,0,0,0,0,0,0,0,0,5404,4864,540,352,352,0,0,0,0,0,0,0,0
1970:Q1,10736,0,0,0,3168,472,268,836,-164,0,0,0,1756,2972,96,2876,0,0,1824,1824,0,0,0,0,0,1432,0,45,1387,0,-4712,-4712,-4676,-4676,0,0,0,0,0,0,0,0,0,0,0,0,0,-656,-590,-66,11564,11564,0,0,0,0,0,0,0,0
1970:Q2,13780,0,0,0,2208,296,356,648,-504,0,0,0,1412,2672,84,2588,0,0,1964,1964,0,0,0,0,0,336,0,41,295,0,-3064,-3064,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,2688,2419,269,4984,4984,0,0,0,0,0,0,0,0
1970:Q3,-660,0,0,0,2884,248,200,268,776,0,0,0,1392,2116,68,2048,0,0,1156,1156,0,0,0,0,0,568,0,23,545,0,1052,1052,1632,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,1856,1670,186,-11420,-11420,0,0,0,0,0,0,0,0
1970:Q4,7128,0,0,0,1824,156,348,320,200,0,0,0,800,1472,28,1444,0,0,360,360,0,0,0,0,0,1652,0,61,1591,0,1572,1572,7208,7208,0,0,0,0,0,0,0,0,0,0,0,0,0,-2472,-2225,-247,-9096,-9096,0,0,0,0,0,0,0,0
1971:Q1,2932,0,0,0,4856,788,300,564,372,0,0,0,2832,944,16,928,0,0,-3700,-3700,0,0,0,0,0,1708,0,71,1637,0,456,456,-4344,-4344,0,0,0,0,0,0,0,0,0,0,0,0,0,2708,2437,271,-384,-384,0,0,0,0,0,0,0,0
1971:Q2,2372,0,0,0,3648,260,320,596,-272,0,0,0,2744,948,8,940,0,0,-9796,-9796,0,0,0,0,0,520,0,57,463,0,3428,3428,-796,-796,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,1544,172,800,800,0,0,0,0,0,0,0,0
1971:Q3,6996,0,0,0,2320,128,36,260,996,0,0,0,900,1140,16,1124,0,0,1584,1584,0,0,0,0,0,-452,0,12,-464,0,2504,2504,-3088,-3088,0,0,0,0,0,0,0,0,0,0,0,0,0,1372,1235,137,-392,-392,0,0,0,0,0,0,0,0
1971:Q4,15124,0,0,0,1872,264,260,188,364,0,0,0,796,1020,8,1012,0,0,1196,1196,0,0,0,0,0,936,0,16,920,0,3916,3916,8360,8360,0,0,0,0,0,0,0,0,0,0,0,0,0,-420,-378,-42,-480,-480,0,0,0,0,0,0,0,0
1972:Q1,4600,0,0,0,2948,696,16,-296,1068,0,0,0,1464,808,0,808,0,0,-7776,-7776,0,0,0,0,0,1824,0,55,1769,0,7528,7528,-6004,-6004,0,0,0,0,0,0,0,0,0,0,0,0,0,4924,4432,492,-272,-272,0,0,0,0,0,0,0,0
1972:Q2,5804,0,0,0,664,172,124,440,-1212,0,0,0,1140,1028,8,1020,0,0,332,332,0,0,0,0,0,-492,0,-6,-486,0,5416,5416,920,920,0,0,0,0,0,0,0,0,0,0,0,0,0,3316,2984,332,-1904,-1904,0,0,0,0,0,0,0,0
1972:Q3,3052,0,0,0,3880,840,216,632,504,0,0,0,1688,1032,36,996,0,0,2644,2644,0,0,0,0,0,140,0,-15,155,0,1576,1576,-6856,-6856,0,0,0,0,0,0,0,0,0,0,0,0,0,2584,2326,258,-128,-128,0,0,0,0,0,0,0,0
1972:Q4,26356,0,0,0,2628,-168,620,-400,1020,0,0,0,1556,932,4,928,0,0,4972,4972,0,0,0,0,0,1376,0,79,1297,0,364,364,8040,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,5996,5396,600,1336,1336,0,0,0,0,0,0,0,0
1973:Q1,10728,0,0,0,9308,340,664,5396,668,0,0,0,2240,1132,8,1124,0,0,1764,1764,0,0,0,0,0,3556,0,38,3518,0,-4336,-4336,-9600,-9600,0,0,0,0,0,0,0,0,0,0,0,0,0,5800,5220,580,2252,2252,0,0,0,0,0,0,756,756
1973:Q2,22604,0,0,0,1732,56,140,976,-968,0,0,0,1528,1724,8,1716,0,0,10900,10900,0,0,0,0,0,-108,0,45,-153,0,-6224,-6224,4428,4428,0,0,0,0,0,0,0,0,0,0,0,0,0,7112,6401,711,1436,1436,0,0,0,0,0,0,-92,-92
1973:Q3,27024,0,0,0,4060,0,180,372,1664,0,0,0,1844,3584,48,3536,0,0,12612,12612,0,0,0,0,0,1268,0,92,1176,0,-2656,-2656,-3072,-3072,0,0,0,0,0,0,0,0,0,0,0,0,0,3460,3114,346,4468,4468,0,0,0,0,0,0,-568,-568
1973:Q4,21284,0,0,0,2588,444,496,808,-220,0,0,0,1060,2444,36,2408,0,0,3396,3396,0,0,0,0,0,808,0,96,712,0,-4128,-4128,11700,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,3476,3128,348,-1348,-1348,0,0,0,0,0,0,32,32
1974:Q1,-624,0,0,0,-5968,376,-364,-252,232,0,0,0,-5960,1784,8,1776,0,0,-608,-608,0,0,0,0,0,3592,0,82,3510,0,-2588,-2588,-9972,-9972,0,0,0,0,0,0,0,0,0,0,0,0,0,5228,4705,523,2416,2416,0,0,0,0,0,0,76,76
1974:Q2,40072,0,0,0,2588,784,216,1452,-772,0,0,0,908,2684,36,2648,0,0,10588,10588,0,0,0,0,0,752,0,102,650,0,-1876,-1876,8220,8220,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,2506,278,1872,1872,0,0,0,0,0,0,268,268
1974:Q3,43200,0,0,0,5520,928,872,600,1568,440,0,0,1112,3548,68,3480,0,0,12520,12520,0,0,0,0,0,3176,0,133,3043,0,-1204,-1204,-364,-364,0,0,0,0,0,0,0,0,0,0,0,0,0,8752,7877,875,-572,-572,0,0,0,0,0,0,104,104
1974:Q4,35284,0,0,0,12328,-44,5420,448,1676,2340,0,0,2488,2780,32,2748,0,0,4128,4128,0,0,0,0,0,3072,0,143,2929,0,-596,-596,1556,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,2592,2333,259,-52,-52,0,0,0,0,0,0,436,436
1975:Q1,-4848,0,0,0,8044,764,216,1788,384,1032,0,0,3860,1856,0,1856,0,0,-14560,-14560,0,0,0,0,0,684,0,66,618,0,-8,-8,-2604,-2604,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,947,105,-896,-896,0,0,0,0,0,0,148,148
1975:Q2,8616,0,0,0,7944,680,-36,3136,-40,1176,0,0,3028,1548,20,1528,0,0,-5444,-5444,0,0,0,0,0,1492,0,148,1344,0,512,512,3216,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,3504,3154,350,-40,-40,0,0,0,0,0,0,-208,-208
1975:Q3,9192,0,0,0,6680,540,360,2792,460,644,0,0,1884,1584,20,1564,0,0,2716,2716,0,0,0,0,0,424,0,60,364,0,1284,1284,-8268,-8268,0,0,0,0,0,0,0,0,0,0,0,0,0,8724,7852,872,-684,-684,0,0,0,0,0,0,44,44
1975:Q4,30848,0,0,0,4932,184,492,1228,-48,604,0,0,2472,1484,12,1472,0,0,1452,1452,0,0,0,0,0,3604,0,135,3469,0,2300,2300,12812,12812,0,0,0,0,0,0,0,0,0,0,0,0,0,1588,1429,159,-4384,-4384,0,0,0,0,0,0,304,304
1976:Q1,30360,0,0,0,11024,492,1420,1236,5036,-100,0,0,2940,1156,-28,1184,0,0,-8352,-8352,0,0,0,0,0,2760,0,188,2572,0,5416,5416,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,9156,8240,916,7780,7780,0,0,0,0,0,0,-140,-140
1976:Q2,13092,0,0,0,-1748,460,-1256,1336,-5228,0,0,0,2940,1512,20,1492,0,0,-1932,-1932,0,0,0,0,0,1984,0,108,1876,0,5056,5056,-3664,-3664,0,0,0,0,0,0,0,0,0,0,0,0,0,7632,6869,763,400,400,0,0,0,0,0,0,348,348
1976:Q3,30192,0,0,0,14284,996,388,4300,4948,-176,0,0,3828,1444,12,1432,0,0,3152,3152,0,0,0,0,0,1552,0,101,1451,0,1688,1688,-2864,-2864,0,0,0,0,0,0,0,0,0,0,0,0,0,10236,9212,1024,400,400,0,0,0,0,0,0,464,464
1976:Q4,48560,0,0,0,6512,-52,236,936,3388,-1272,0,0,3276,1360,0,1360,0,0,-800,-800,0,0,0,0,0,2780,0,47,2733,0,3460,3460,17036,17036,0,0,0,0,0,0,0,0,0,0,0,0,0,7296,6566,730,324,324,0,0,0,0,0,0,8,8
1977:Q1,636,0,0,0,4780,752,536,2784,1368,-4688,0,0,4028,1656,0,1656,0,0,-5600,-5600,0,0,0,0,0,7600,0,382,7218,0,1704,1704,-23972,-23972,0,0,0,0,0,0,0,0,0,0,0,0,0,12936,11642,1294,-324,-324,0,0,0,0,0,0,588,588
1977:Q2,28180,0,0,0,-1776,180,108,4040,-8164,80,0,0,1980,1824,-20,1844,0,0,5020,5020,0,0,0,0,0,-1544,0,34,-1578,0,4352,4352,3360,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,13820,12438,1382,400,400,0,0,0,0,0,0,-192,-192
1977:Q3,22820,0,0,0,13052,728,476,3276,4864,320,0,0,3388,1752,24,1728,0,0,5348,5348,0,0,0,0,0,480,0,109,371,0,-172,-172,-10212,-10212,0,0,0,0,0,0,0,0,0,0,0,0,0,12664,11398,1266,0,0,0,0,0,0,0,0,-184,-184
1977:Q4,70508,0,0,0,6660,336,-884,2404,2752,20,0,0,2032,1672,12,1660,0,0,12476,12476,0,0,0,0,0,1768,0,-45,1813,0,2184,2184,22504,22504,0,0,0,0,0,0,0,0,0,0,0,0,0,14568,13111,1457,40,40,0,0,0,0,0,0,388,388
1978:Q1,23024,0,0,0,14784,572,2800,7028,1140,300,0,0,2944,1792,-12,1804,0,0,4420,4420,0,0,0,0,0,148,0,-33,181,0,7496,7496,-13752,-13752,0,0,0,0,0,0,0,0,0,0,0,0,0,12168,10951,1217,760,760,0,0,0,0,0,0,592,592
1978:Q2,57132,0,0,0,8324,492,1820,8708,-7372,400,0,0,4276,2448,12,2436,0,0,15984,15984,0,0,0,0,0,1872,0,84,1788,0,10196,10196,6768,6768,0,0,0,0,0,0,0,0,0,0,0,0,0,9312,8381,931,800,800,0,0,0,0,0,0,1000,1000
1978:Q3,53940,0,0,0,17868,1320,2600,8696,-12,220,0,0,5044,2540,4,2536,0,0,15536,15536,0,0,0,0,0,2432,0,187,2245,0,7124,7124,5872,5872,0,0,0,0,0,0,0,0,0,0,0,0,0,9084,8176,908,800,800,0,0,0,0,0,0,1476,1476
1978:Q4,66144,0,0,0,9368,864,500,4920,20,680,0,0,2384,3604,20,3584,0,0,14048,14048,0,0,0,0,0,4140,0,256,3884,0,-14344,-14344,24324,24324,0,0,0,0,0,0,0,0,0,0,0,0,0,15252,13727,1525,912,912,0,0,0,0,0,0,-2044,-2044
1979:Q1,2828,0,0,0,8500,280,1196,2692,60,460,0,0,3812,4120,44,4076,0,0,-3156,-3156,0,0,0,0,0,5664,0,291,5373,0,-3276,-3276,-27492,-27492,0,0,0,0,0,0,0,0,0,0,0,0,0,15592,14033,1559,-512,-512,0,0,0,0,0,0,1760,1760
1979:Q2,85088,0,0,0,19920,1704,2092,11860,668,440,0,0,3156,3928,32,3896,0,0,12760,12760,0,0,0,0,0,3632,0,194,3438,0,10528,10528,9508,9508,0,0,0,0,0,0,0,0,0,0,0,0,0,15252,13727,1525,-400,-400,0,0,0,0,0,0,2148,2148
1979:Q3,68168,0,0,0,12356,1264,1560,6540,-388,540,0,0,2840,3728,40,3688,0,0,14100,14100,0,0,0,0,0,1352,0,95,1257,0,5164,5164,7300,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,6708,6037,671,-400,-400,0,0,0,0,0,0,2324,2324
1979:Q4,65848,0,0,0,9792,1040,924,3396,444,920,0,0,3068,7096,40,7056,0,0,12968,12968,0,0,0,0,0,11176,0,462,10714,0,-11164,-11164,23692,23692,0,0,0,0,0,0,0,0,0,0,0,0,0,2920,2628,292,2520,2520,0,0,0,0,0,0,1716,1716
1980:Q1,48100,0,0,0,17176,808,1412,7716,208,1120,0,0,5912,8392,112,8280,0,0,9136,9136,0,0,0,0,0,7520,0,462,7058,0,5108,5108,-22632,-22632,0,0,0,0,0,0,0,0,0,0,0,0,0,7108,6397,711,-520,-520,0,0,0,0,0,0,2256,2256
1980:Q2,48996,0,0,0,17752,196,2160,9520,260,1580,0,0,4036,10088,160,9928,0,0,-7032,-7032,0,0,0,0,0,-4216,0,98,-4314,0,-460,-460,13296,13296,0,0,0,0,0,0,0,0,0,0,0,0,0,-1592,-1433,-159,-400,-400,0,0,0,0,0,0,8464,8464
1980:Q3,53440,0,0,0,15872,2808,1652,4852,1436,660,0,0,4464,3336,20,3316,0,0,7188,7188,0,0,0,0,0,2404,0,-61,2465,0,5408,5408,16124,16124,0,0,0,0,0,0,0,0,0,0,0,0,0,3776,3398,378,-400,-400,0,0,0,0,0,0,-1220,-1220
1980:Q4,91472,0,0,0,13300,244,1460,4276,1792,1500,0,0,4028,4856,36,4820,0,0,19208,19208,0,0,0,0,0,7512,0,131,7381,0,19060,19060,24500,24500,0,0,0,0,0,0,0,0,0,0,0,0,0,6172,5555,617,-788,-788,0,0,0,0,0,0,-3044,-3044
1981:Q1,32496,0,0,0,25272,1652,1088,13156,908,2700,0,0,5768,6984,-216,7200,0,0,848,848,0,0,0,0,0,5036,0,370,4666,0,-11720,-11720,-30380,-30380,0,0,0,0,0,0,0,0,0,0,0,0,0,4520,4068,452,388,388,0,0,0,0,0,0,12840,12840
1981:Q2,86612,0,0,0,23196,1584,2148,12488,3028,20,0,0,3928,6964,52,6912,0,0,27680,27680,0,0,0,0,0,-992,0,268,-1260,0,1488,1488,-6252,-6252,0,0,0,0,0,0,0,0,0,0,0,0,0,24528,22075,2453,1868,1868,0,0,0,0,0,0,1460,1460
1981:Q3,77656,0,0,0,15900,952,2008,5840,-404,3600,0,0,3904,8820,408,8412,0,0,33008,33008,0,0,0,0,0,1592,0,132,1460,0,-4444,-4444,-3096,-3096,0,0,0,0,0,0,0,0,0,0,0,0,0,7240,6516,724,1932,1932,0,0,0,0,0,0,10796,10796
1981:Q4,94260,0,0,0,11456,1872,608,3472,1420,1200,0,0,2884,6648,-8,6656,0,0,3388,3388,0,0,0,0,0,268,0,-118,386,0,7820,7820,24280,24280,0,0,0,0,0,0,0,0,0,0,0,0,0,6248,5623,625,1768,1768,0,0,0,0,0,0,18496,18496
1982:Q1,-5288,0,0,0,10476,780,828,3800,976,1600,0,0,2492,5196,-32,5228,0,0,3872,3872,0,0,0,0,0,452,0,3,449,0,-15092,-15092,-17020,-17020,0,0,0,0,0,0,0,0,0,0,0,0,0,-1716,-1544,-172,-2368,-2368,0,0,0,0,0,0,5012,5012
1982:Q2,67248,0,0,0,17528,2096,1092,7332,2152,0,0,0,4856,5400,-28,5428,0,0,12944,12944,0,0,0,0,0,-2372,0,108,-2480,0,-604,-604,12276,12276,0,0,0,0,0,0,0,0,0,0,0,0,0,8824,7942,882,-2288,-2288,0,0,0,0,0,0,2456,2456
1982:Q3,50132,0,0,0,21092,2628,3360,5956,188,0,0,0,8960,4184,-28,4212,0,0,-7024,-7024,0,0,0,0,0,-3416,0,-44,-3372,0,6796,6796,1524,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,18824,16942,1882,288,288,0,0,0,0,0,0,11324,11324
1982:Q4,36564,0,0,0,6396,1056,-36,2076,552,0,0,0,2748,2104,-48,2152,0,0,-6564,-6564,0,0,0,0,0,-1236,0,-242,-994,0,19972,19972,23036,23036,0,0,0,0,0,0,0,0,0,0,0,0,0,-22956,-20660,-2296,212,212,0,0,0,0,0,0,184,184
1983:Q1,-43100,0,0,0,6684,560,-256,2480,968,0,0,0,2932,1816,-48,1864,0,0,-23940,-23940,0,0,0,0,0,3024,96,-195,1319,1804,3808,3808,-21464,-21464,0,0,0,0,0,0,0,0,0,0,0,0,0,-280,-252,-28,-1812,-1812,0,0,0,0,0,0,5420,5420
1983:Q2,70048,0,0,0,12148,488,1544,4916,1268,0,0,0,3932,1080,-56,1136,0,0,-4892,-4892,0,0,0,0,0,156,160,-7,-2941,2944,24060,24060,3636,3636,0,0,0,0,0,0,0,0,0,0,0,0,0,13648,12283,1365,-1440,-1440,0,0,0,0,0,0,7760,7760
1983:Q3,61784,0,0,0,7600,1264,-1116,2456,1412,0,0,0,3584,556,-40,596,0,0,-3724,-3724,0,0,0,0,0,1392,168,-127,-1681,3032,4092,4092,3668,3668,0,0,0,0,0,0,0,0,0,0,0,0,0,33376,30038,3338,840,840,0,0,0,0,0,0,2184,2184
